grupo,clave,valor,etiqueta,descripcion_es,enlace_wiki
Salud,healthcare,psychotherapist,healthcare=psychotherapist,Psicoterapia,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dpsychotherapist
Salud,healthcare,alternative,healthcare=alternative,Medicina alternativa,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dalternative
Salud,healthcare,blood_donation,healthcare=blood_donation,Donación de sangre,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dblood_donation
Salud,healthcare,blood_bank,healthcare=blood_bank,Banco de sangre,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dblood_bank
Salud,healthcare,birthing_centre,healthcare=birthing_centre,Centro de maternidad,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dbirthing_centre
Salud,healthcare,centre,healthcare=centre,Centro de salud,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dcentre
Salud,healthcare,rehabilitation,healthcare=rehabilitation,Rehabilitación,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Drehabilitation
Salud,healthcare,hospice,healthcare=hospice,Hospicio / cuidados paliativos,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dhospice
Salud,healthcare,nurse,healthcare=nurse,Enfermería,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dnurse
Salud,healthcare,midwife,healthcare=midwife,Partera,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dmidwife
Salud,healthcare,optometrist,healthcare=optometrist,Optometrista,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Doptometrist
Salud,healthcare,podiatrist,healthcare=podiatrist,Podólogo,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dpodiatrist
Salud,healthcare,speech_therapist,healthcare=speech_therapist,Terapia del lenguaje,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dspeech_therapist
Salud,healthcare,occupational_therapist,healthcare=occupational_therapist,Terapia ocupacional,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Doccupational_therapist
Salud,healthcare,audiologist,healthcare=audiologist,Audiología,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Daudiologist
Salud,healthcare,dialysis,healthcare=dialysis,Diálisis,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Ddialysis
Salud,healthcare,vaccination_centre,healthcare=vaccination_centre,Centro de vacunación,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dvaccination_centre
Salud,healthcare,sample_collection,healthcare=sample_collection,Toma de muestras,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dsample_collection
Salud,healthcare,counselling,healthcare=counselling,Consejería,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dcounselling
Salud,healthcare,nutrition_counselling,healthcare=nutrition_counselling,Nutrición,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dnutrition_counselling
Salud,healthcare,yes,healthcare=yes,Establecimiento de salud sin tipo definido,https://wiki.openstreetmap.org/wiki/Tag:healthcare%3Dyes
Industria,industrial,factory,industrial=factory,Fábrica,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dfactory
Industria,industrial,warehouse,industrial=warehouse,Bodega / almacén,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dwarehouse
Industria,industrial,depot,industrial=depot,Depósito / patio de vehículos,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Ddepot
Industria,industrial,port,industrial=port,Puerto industrial,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dport
Industria,industrial,refinery,industrial=refinery,Refinería,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Drefinery
Industria,industrial,oil_mill,industrial=oil_mill,Molino de aceite,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Doil_mill
Industria,industrial,mine,industrial=mine,Mina,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dmine
Industria,industrial,sawmill,industrial=sawmill,Aserradero,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dsawmill
Industria,industrial,scrap_yard,industrial=scrap_yard,Chatarrera,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dscrap_yard
Industria,industrial,slaughterhouse,industrial=slaughterhouse,Rastro / matadero,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dslaughterhouse
Industria,industrial,brewery,industrial=brewery,Cervecería industrial,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dbrewery
Industria,industrial,distillery,industrial=distillery,Destilería,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Ddistillery
Industria,industrial,machine_shop,industrial=machine_shop,Taller de maquinado,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dmachine_shop
Industria,industrial,bakery,industrial=bakery,Panificadora industrial,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dbakery
Industria,industrial,shipyard,industrial=shipyard,Astillero,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dshipyard
Industria,industrial,chemical,industrial=chemical,Planta química,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dchemical
Industria,industrial,well_cluster,industrial=well_cluster,Grupo de pozos,https://wiki.openstreetmap.org/wiki/Tag:industrial%3Dwell_cluster
Uso del suelo,landuse,retail,landuse=retail,Zona comercial minorista,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dretail
Uso del suelo,landuse,commercial,landuse=commercial,Zona comercial / de oficinas,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dcommercial
Uso del suelo,landuse,industrial,landuse=industrial,Zona industrial,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dindustrial
Uso del suelo,landuse,residential,landuse=residential,Zona residencial,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dresidential
Uso del suelo,landuse,farmland,landuse=farmland,Tierra de cultivo,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dfarmland
Uso del suelo,landuse,farmyard,landuse=farmyard,Casco de finca / granja,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dfarmyard
Uso del suelo,landuse,forest,landuse=forest,Bosque gestionado,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dforest
Uso del suelo,landuse,meadow,landuse=meadow,Pradera / pastizal,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dmeadow
Uso del suelo,landuse,orchard,landuse=orchard,Huerto frutal / plantación,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dorchard
Uso del suelo,landuse,vineyard,landuse=vineyard,Viñedo,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dvineyard
Uso del suelo,landuse,plant_nursery,landuse=plant_nursery,Vivero,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dplant_nursery
Uso del suelo,landuse,greenhouse_horticulture,landuse=greenhouse_horticulture,Invernaderos,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgreenhouse_horticulture
Uso del suelo,landuse,aquaculture,landuse=aquaculture,Acuicultura / camaroneras,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Daquaculture
Uso del suelo,landuse,quarry,landuse=quarry,Cantera / mina a cielo abierto,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dquarry
Uso del suelo,landuse,landfill,landuse=landfill,Relleno sanitario,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dlandfill
Uso del suelo,landuse,construction,landuse=construction,En construcción,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dconstruction
Uso del suelo,landuse,military,landuse=military,Zona militar,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dmilitary
Uso del suelo,landuse,railway,landuse=railway,Zona ferroviaria,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Drailway
Uso del suelo,landuse,cemetery,landuse=cemetery,Cementerio,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dcemetery
Uso del suelo,landuse,recreation_ground,landuse=recreation_ground,Zona recreativa,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Drecreation_ground
Uso del suelo,landuse,grass,landuse=grass,Césped,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgrass
Uso del suelo,landuse,brownfield,landuse=brownfield,Terreno baldío urbano,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dbrownfield
Uso del suelo,landuse,greenfield,landuse=greenfield,Terreno sin urbanizar,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgreenfield
Uso del suelo,landuse,garages,landuse=garages,Garajes,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dgarages
Uso del suelo,landuse,religious,landuse=religious,Terreno religioso,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dreligious
Uso del suelo,landuse,education,landuse=education,Terreno educativo,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Deducation
Uso del suelo,landuse,institutional,landuse=institutional,Terreno institucional,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dinstitutional
Uso del suelo,landuse,allotments,landuse=allotments,Huertos urbanos,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dallotments
Uso del suelo,landuse,basin,landuse=basin,Pileta / laguna artificial,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dbasin
Uso del suelo,landuse,reservoir,landuse=reservoir,Embalse,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dreservoir
Uso del suelo,landuse,salt_pond,landuse=salt_pond,Salinera,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dsalt_pond
Uso del suelo,landuse,depot,landuse=depot,Depósito de transporte,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Ddepot
Uso del suelo,landuse,flowerbed,landuse=flowerbed,Arriate / jardinera,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dflowerbed
Uso del suelo,landuse,village_green,landuse=village_green,Plaza verde de pueblo,https://wiki.openstreetmap.org/wiki/Tag:landuse%3Dvillage_green
Tipo de edificio,building,yes,building=yes,Edificio sin tipo definido,https://wiki.openstreetmap.org/wiki/Tag:building%3Dyes
Tipo de edificio,building,house,building=house,Casa,https://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse
Tipo de edificio,building,residential,building=residential,Edificio residencial,https://wiki.openstreetmap.org/wiki/Tag:building%3Dresidential
Tipo de edificio,building,apartments,building=apartments,Edificio de apartamentos,https://wiki.openstreetmap.org/wiki/Tag:building%3Dapartments
Tipo de edificio,building,detached,building=detached,Casa aislada,https://wiki.openstreetmap.org/wiki/Tag:building%3Ddetached
Tipo de edificio,building,semidetached_house,building=semidetached_house,Casa pareada / dúplex,https://wiki.openstreetmap.org/wiki/Tag:building%3Dsemidetached_house
Tipo de edificio,building,terrace,building=terrace,Casas en hilera,https://wiki.openstreetmap.org/wiki/Tag:building%3Dterrace
Tipo de edificio,building,bungalow,building=bungalow,Bungaló,https://wiki.openstreetmap.org/wiki/Tag:building%3Dbungalow
Tipo de edificio,building,dormitory,building=dormitory,Residencia estudiantil,https://wiki.openstreetmap.org/wiki/Tag:building%3Ddormitory
Tipo de edificio,building,commercial,building=commercial,Edificio comercial,https://wiki.openstreetmap.org/wiki/Tag:building%3Dcommercial
Tipo de edificio,building,retail,building=retail,Local comercial,https://wiki.openstreetmap.org/wiki/Tag:building%3Dretail
Tipo de edificio,building,office,building=office,Edificio de oficinas,https://wiki.openstreetmap.org/wiki/Tag:building%3Doffice
Tipo de edificio,building,industrial,building=industrial,Edificio industrial,https://wiki.openstreetmap.org/wiki/Tag:building%3Dindustrial
Tipo de edificio,building,warehouse,building=warehouse,Bodega,https://wiki.openstreetmap.org/wiki/Tag:building%3Dwarehouse
Tipo de edificio,building,manufacture,building=manufacture,Fábrica,https://wiki.openstreetmap.org/wiki/Tag:building%3Dmanufacture
Tipo de edificio,building,supermarket,building=supermarket,Edificio de supermercado,https://wiki.openstreetmap.org/wiki/Tag:building%3Dsupermarket
Tipo de edificio,building,kiosk,building=kiosk,Kiosco,https://wiki.openstreetmap.org/wiki/Tag:building%3Dkiosk
Tipo de edificio,building,hotel,building=hotel,Edificio de hotel,https://wiki.openstreetmap.org/wiki/Tag:building%3Dhotel
Tipo de edificio,building,school,building=school,Escuela,https://wiki.openstreetmap.org/wiki/Tag:building%3Dschool
Tipo de edificio,building,university,building=university,Universidad,https://wiki.openstreetmap.org/wiki/Tag:building%3Duniversity
Tipo de edificio,building,college,building=college,Instituto,https://wiki.openstreetmap.org/wiki/Tag:building%3Dcollege
Tipo de edificio,building,kindergarten,building=kindergarten,Kínder,https://wiki.openstreetmap.org/wiki/Tag:building%3Dkindergarten
Tipo de edificio,building,hospital,building=hospital,Hospital,https://wiki.openstreetmap.org/wiki/Tag:building%3Dhospital
Tipo de edificio,building,church,building=church,Iglesia,https://wiki.openstreetmap.org/wiki/Tag:building%3Dchurch
Tipo de edificio,building,chapel,building=chapel,Capilla,https://wiki.openstreetmap.org/wiki/Tag:building%3Dchapel
Tipo de edificio,building,cathedral,building=cathedral,Catedral,https://wiki.openstreetmap.org/wiki/Tag:building%3Dcathedral
Tipo de edificio,building,mosque,building=mosque,Mezquita,https://wiki.openstreetmap.org/wiki/Tag:building%3Dmosque
Tipo de edificio,building,temple,building=temple,Templo,https://wiki.openstreetmap.org/wiki/Tag:building%3Dtemple
Tipo de edificio,building,synagogue,building=synagogue,Sinagoga,https://wiki.openstreetmap.org/wiki/Tag:building%3Dsynagogue
Tipo de edificio,building,shrine,building=shrine,Santuario,https://wiki.openstreetmap.org/wiki/Tag:building%3Dshrine
Tipo de edificio,building,religious,building=religious,Edificio religioso,https://wiki.openstreetmap.org/wiki/Tag:building%3Dreligious
Tipo de edificio,building,government,building=government,Edificio gubernamental,https://wiki.openstreetmap.org/wiki/Tag:building%3Dgovernment
Tipo de edificio,building,civic,building=civic,Edificio cívico,https://wiki.openstreetmap.org/wiki/Tag:building%3Dcivic
Tipo de edificio,building,public,building=public,Edificio público,https://wiki.openstreetmap.org/wiki/Tag:building%3Dpublic
Tipo de edificio,building,fire_station,building=fire_station,Estación de bomberos,https://wiki.openstreetmap.org/wiki/Tag:building%3Dfire_station
Tipo de edificio,building,train_station,building=train_station,Estación de tren,https://wiki.openstreetmap.org/wiki/Tag:building%3Dtrain_station
Tipo de edificio,building,transportation,building=transportation,Edificio de transporte,https://wiki.openstreetmap.org/wiki/Tag:building%3Dtransportation
Tipo de edificio,building,garage,building=garage,Garaje,https://wiki.openstreetmap.org/wiki/Tag:building%3Dgarage
Tipo de edificio,building,garages,building=garages,Garajes,https://wiki.openstreetmap.org/wiki/Tag:building%3Dgarages
Tipo de edificio,building,parking,building=parking,Edificio de estacionamiento,https://wiki.openstreetmap.org/wiki/Tag:building%3Dparking
Tipo de edificio,building,carport,building=carport,Cochera abierta,https://wiki.openstreetmap.org/wiki/Tag:building%3Dcarport
Tipo de edificio,building,service,building=service,"Edificio de servicio (bombas, transformadores)",https://wiki.openstreetmap.org/wiki/Tag:building%3Dservice
Tipo de edificio,building,shed,building=shed,Cobertizo,https://wiki.openstreetmap.org/wiki/Tag:building%3Dshed
Tipo de edificio,building,hut,building=hut,Choza / caseta,https://wiki.openstreetmap.org/wiki/Tag:building%3Dhut
Tipo de edificio,building,barn,building=barn,Granero,https://wiki.openstreetmap.org/wiki/Tag:building%3Dbarn
Tipo de edificio,building,farm,building=farm,Casa de finca,https://wiki.openstreetmap.org/wiki/Tag:building%3Dfarm
Tipo de edificio,building,farm_auxiliary,building=farm_auxiliary,Edificio agrícola auxiliar,https://wiki.openstreetmap.org/wiki/Tag:building%3Dfarm_auxiliary
Tipo de edificio,building,greenhouse,building=greenhouse,Invernadero,https://wiki.openstreetmap.org/wiki/Tag:building%3Dgreenhouse
Tipo de edificio,building,stable,building=stable,Establo,https://wiki.openstreetmap.org/wiki/Tag:building%3Dstable
Tipo de edificio,building,roof,building=roof,Techo / estructura solo con techo,https://wiki.openstreetmap.org/wiki/Tag:building%3Droof
Tipo de edificio,building,hangar,building=hangar,Hangar,https://wiki.openstreetmap.org/wiki/Tag:building%3Dhangar
Tipo de edificio,building,stadium,building=stadium,Estadio,https://wiki.openstreetmap.org/wiki/Tag:building%3Dstadium
Tipo de edificio,building,sports_hall,building=sports_hall,Pabellón deportivo,https://wiki.openstreetmap.org/wiki/Tag:building%3Dsports_hall
Tipo de edificio,building,sports_centre,building=sports_centre,Centro deportivo,https://wiki.openstreetmap.org/wiki/Tag:building%3Dsports_centre
Tipo de edificio,building,grandstand,building=grandstand,Gradería cubierta,https://wiki.openstreetmap.org/wiki/Tag:building%3Dgrandstand
Tipo de edificio,building,pavilion,building=pavilion,Pabellón,https://wiki.openstreetmap.org/wiki/Tag:building%3Dpavilion
Tipo de edificio,building,bunker,building=bunker,Búnker,https://wiki.openstreetmap.org/wiki/Tag:building%3Dbunker
Tipo de edificio,building,ruins,building=ruins,Ruinas,https://wiki.openstreetmap.org/wiki/Tag:building%3Druins
Tipo de edificio,building,construction,building=construction,En construcción,https://wiki.openstreetmap.org/wiki/Tag:building%3Dconstruction
Tipo de edificio,building,container,building=container,Contenedor,https://wiki.openstreetmap.org/wiki/Tag:building%3Dcontainer
Tipo de edificio,building,static_caravan,building=static_caravan,Casa móvil,https://wiki.openstreetmap.org/wiki/Tag:building%3Dstatic_caravan
Tipo de edificio,building,bridge,building=bridge,Edificio puente,https://wiki.openstreetmap.org/wiki/Tag:building%3Dbridge
Tipo de edificio,building,toilets,building=toilets,Baños,https://wiki.openstreetmap.org/wiki/Tag:building%3Dtoilets
Tipo de edificio,building,boathouse,building=boathouse,Cobertizo para botes,https://wiki.openstreetmap.org/wiki/Tag:building%3Dboathouse
Tipo de edificio,building,bakehouse,building=bakehouse,Horno comunal,https://wiki.openstreetmap.org/wiki/Tag:building%3Dbakehouse
Tipo de edificio,building,conservatory,building=conservatory,Invernadero anexo,https://wiki.openstreetmap.org/wiki/Tag:building%3Dconservatory
Deportes,sport,soccer,sport=soccer,Fútbol,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dsoccer
Deportes,sport,basketball,sport=basketball,Baloncesto,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dbasketball
Deportes,sport,baseball,sport=baseball,Béisbol,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dbaseball
Deportes,sport,softball,sport=softball,Sóftbol,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dsoftball
Deportes,sport,volleyball,sport=volleyball,Voleibol,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dvolleyball
Deportes,sport,beachvolleyball,sport=beachvolleyball,Voleibol de playa,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dbeachvolleyball
Deportes,sport,tennis,sport=tennis,Tenis,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis
Deportes,sport,padel,sport=padel,Pádel,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dpadel
Deportes,sport,table_tennis,sport=table_tennis,Tenis de mesa,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dtable_tennis
Deportes,sport,badminton,sport=badminton,Bádminton,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dbadminton
Deportes,sport,swimming,sport=swimming,Natación,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dswimming
Deportes,sport,running,sport=running,Correr,https://wiki.openstreetmap.org/wiki/Tag:sport%3Drunning
Deportes,sport,athletics,sport=athletics,Atletismo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dathletics
Deportes,sport,cycling,sport=cycling,Ciclismo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dcycling
Deportes,sport,bmx,sport=bmx,BMX,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dbmx
Deportes,sport,fitness,sport=fitness,Fitness / gimnasio,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dfitness
Deportes,sport,crossfit,sport=crossfit,Crossfit,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dcrossfit
Deportes,sport,gymnastics,sport=gymnastics,Gimnasia,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dgymnastics
Deportes,sport,yoga,sport=yoga,Yoga,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dyoga
Deportes,sport,boxing,sport=boxing,Boxeo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dboxing
Deportes,sport,martial_arts,sport=martial_arts,Artes marciales,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dmartial_arts
Deportes,sport,karate,sport=karate,Karate,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dkarate
Deportes,sport,taekwondo,sport=taekwondo,Taekwondo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dtaekwondo
Deportes,sport,judo,sport=judo,Judo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Djudo
Deportes,sport,skateboard,sport=skateboard,Skate,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dskateboard
Deportes,sport,surfing,sport=surfing,Surf,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dsurfing
Deportes,sport,kitesurfing,sport=kitesurfing,Kitesurf,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dkitesurfing
Deportes,sport,scuba_diving,sport=scuba_diving,Buceo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dscuba_diving
Deportes,sport,climbing,sport=climbing,Escalada,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dclimbing
Deportes,sport,golf,sport=golf,Golf,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dgolf
Deportes,sport,equestrian,sport=equestrian,Equitación,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dequestrian
Deportes,sport,multi,sport=multi,Múltiples deportes,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dmulti
Deportes,sport,motor,sport=motor,Automovilismo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dmotor
Deportes,sport,motocross,sport=motocross,Motocross,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dmotocross
Deportes,sport,karting,sport=karting,Karting,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dkarting
Deportes,sport,shooting,sport=shooting,Tiro,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dshooting
Deportes,sport,archery,sport=archery,Tiro con arco,https://wiki.openstreetmap.org/wiki/Tag:sport%3Darchery
Deportes,sport,chess,sport=chess,Ajedrez,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dchess
Deportes,sport,billiards,sport=billiards,Billar,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dbilliards
Deportes,sport,10pin,sport=10pin,Boliche,https://wiki.openstreetmap.org/wiki/Tag:sport%3D10pin
Deportes,sport,ice_hockey,sport=ice_hockey,Hockey sobre hielo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dice_hockey
Deportes,sport,field_hockey,sport=field_hockey,Hockey sobre césped,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dfield_hockey
Deportes,sport,rugby_union,sport=rugby_union,Rugby,https://wiki.openstreetmap.org/wiki/Tag:sport%3Drugby_union
Deportes,sport,american_football,sport=american_football,Fútbol americano,https://wiki.openstreetmap.org/wiki/Tag:sport%3Damerican_football
Deportes,sport,handball,sport=handball,Balonmano,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dhandball
Deportes,sport,cricket,sport=cricket,Cricket,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dcricket
Deportes,sport,canoe,sport=canoe,Canotaje,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dcanoe
Deportes,sport,sailing,sport=sailing,Vela,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dsailing
Deportes,sport,rowing,sport=rowing,Remo,https://wiki.openstreetmap.org/wiki/Tag:sport%3Drowing
Deportes,sport,fishing,sport=fishing,Pesca deportiva,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dfishing
Deportes,sport,roller_skating,sport=roller_skating,Patinaje,https://wiki.openstreetmap.org/wiki/Tag:sport%3Droller_skating
Deportes,sport,skating,sport=skating,Patinaje,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dskating
Deportes,sport,free_flying,sport=free_flying,Parapente,https://wiki.openstreetmap.org/wiki/Tag:sport%3Dfree_flying
Tipo de cocina,cuisine,regional,cuisine=regional,Cocina regional / típica,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dregional
Tipo de cocina,cuisine,pupusa,cuisine=pupusa,Pupusería,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dpupusa
Tipo de cocina,cuisine,salvadoran,cuisine=salvadoran,Comida salvadoreña,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dsalvadoran
Tipo de cocina,cuisine,mexican,cuisine=mexican,Mexicana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dmexican
Tipo de cocina,cuisine,tacos,cuisine=tacos,Tacos,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dtacos
Tipo de cocina,cuisine,latin_american,cuisine=latin_american,Latinoamericana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dlatin_american
Tipo de cocina,cuisine,international,cuisine=international,Internacional,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dinternational
Tipo de cocina,cuisine,american,cuisine=american,Americana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Damerican
Tipo de cocina,cuisine,pizza,cuisine=pizza,Pizza,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dpizza
Tipo de cocina,cuisine,burger,cuisine=burger,Hamburguesas,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dburger
Tipo de cocina,cuisine,chicken,cuisine=chicken,Pollo,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dchicken
Tipo de cocina,cuisine,fried_chicken,cuisine=fried_chicken,Pollo frito,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dfried_chicken
Tipo de cocina,cuisine,sandwich,cuisine=sandwich,Sándwiches,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dsandwich
Tipo de cocina,cuisine,hot_dog,cuisine=hot_dog,Hot dogs,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dhot_dog
Tipo de cocina,cuisine,steak_house,cuisine=steak_house,Carnes / parrilla,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dsteak_house
Tipo de cocina,cuisine,barbecue,cuisine=barbecue,Barbacoa / asados,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dbarbecue
Tipo de cocina,cuisine,grill,cuisine=grill,Parrilla,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dgrill
Tipo de cocina,cuisine,seafood,cuisine=seafood,Mariscos,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dseafood
Tipo de cocina,cuisine,fish,cuisine=fish,Pescado,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dfish
Tipo de cocina,cuisine,sushi,cuisine=sushi,Sushi,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dsushi
Tipo de cocina,cuisine,japanese,cuisine=japanese,Japonesa,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Djapanese
Tipo de cocina,cuisine,chinese,cuisine=chinese,China,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dchinese
Tipo de cocina,cuisine,asian,cuisine=asian,Asiática,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dasian
Tipo de cocina,cuisine,thai,cuisine=thai,Tailandesa,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dthai
Tipo de cocina,cuisine,korean,cuisine=korean,Coreana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dkorean
Tipo de cocina,cuisine,indian,cuisine=indian,India,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dindian
Tipo de cocina,cuisine,italian,cuisine=italian,Italiana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Ditalian
Tipo de cocina,cuisine,pasta,cuisine=pasta,Pasta,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dpasta
